company_name_id;company_name;url;year_founded;city;state;country;zip_code;full_time_employees;Employees Mean;Employees STD;Employees;Office Size (m2);Mean sqm per worker;STD sqp per worker;Sqm per worker;company_type;company_category;revenue_source;business_model;social_impact;description;description_short;source_count;data_types;example_uses;data_impacts;financial_info;last_updated
mckinsey;McKinsey;http://www.mckinsey.com;1926;New York;NY;us;10022;10,001+;22500.5;4166.5;28079;712224.42;24.86;4.42;25.365021;Private;Research & Consulting;Not reported by company;Business to Business, Business to Government;;McKinsey & Company is a global management consulting firm that advises the world's leading businesses, governments, and institutions. We work with organizations across the private, public and social sectors. We have deep functional and industry expertise as well as breadth of geographical reach.;McKinsey & Company is a global management consulting firm that advises the world's leading businesses, governments, and institutions.;NA;;;[];;40:14.8
mercaris;Mercaris;http://www.mercaris.com/;2012;Silver Spring;MD;us;20910;01-10;5.5;1.5;6;;;;;Private;Food & Agriculture;Data analysis for clients, Database licensing, Subscriptions;Business to Business, Business to Consumer;;Mercaris provides market data and online trading for organic, non-GMO and other identity-preserved agricultural commodities. This includes cash market price data, trade statistics, and other information. Mercaris also allows buyers and sellers to meet online to procure commodity crops and discover price. This information has never before been available to market participants in an accessible, relevant manner.;Mercaris provides critical market data and online trading for organic, non-GMO, and other identity-preserved agricultural commodities and ingredients.;01-10;;;[];Seed round investment of $800K raised from angel & institutional investors. Early customers & strategic partners include, Whole Foods Market, Organic Valley, UNFI, Perdue Farms, and others.;02:18.1
merrill-corp;Merrill Corp.;http://www.merrillcorp.com;1968;St. Paul;MN;us;55108;10,001+;22500.5;4166.5;21718;269084.15;12.55;0.62;12.389914;Private;Data/Technology;Not reported by company;Business to Business;;Merrill Corporation offers business communication and information management outsourcing services. The Company offers document and data management, litigation support, branded communication programs, fulfillment, imaging, and printing services. Merrill DataSite provides a secure virtual workspace service that optimizes collaboration and information management across enterprises. Merrill serves customers worldwide.;Merrill DataSite provides a secure virtual workspace service that optimizes collaboration and information management across enterprises.;NA;;;[];;51:47.5
merrill-lynch;Merrill Lynch;http://www.ml.com/index.asp?id=7695_15125;1914;New York;NY;us;10080;10,001+;22500.5;4166.5;32713;477442.96;16.49;2.09;14.5949;Public;Finance & Investment;Not reported by company;;;Merrill Lynch is one of the largest wealth management businesses in the world. The solutions our Financial Advisors offer include college savings strategies, retirement planning, eldercare, philanthropy, estate planning, small business services and cash management and banking solutions. Merrill Lynch Financial Advisors draw upon the combined investment insights of Merrill Lynch and the banking strength of Bank of America to unlock opportunities tailored to their clients’ needs in all areas of their financial lives. Merrill Lynch Global Wealth Management is part of Bank of America Corporation’s Global Wealth & Investment Management business.;Merrill Lynch is a provider of wealth management, securities trading and sales, corporate finance and investment banking services.;NA;;;[];;59:51.2
metlife;MetLife;https://www.metlife.com;1868;New York;NY;us;10166;10,001+;22500.5;4166.5;20762;388876.91;16.49;2.09;18.730224;Public;Insurance;Not reported by company;Business to Business, Business to Consumer;;MetLife, Inc. is a global provider of insurance, annuities and employee benefit programs, serving 90 million customers.;MetLife, Inc. is a provider of insurance, annuities and employee benefit programs, serving 90 million customers.;NA;;;[];;01:43.2
mhealthcoach;mHealthCoach;http://mhealthcoach.com;2010;Chicago;IL;us;60622;01-10;5.5;1.5;5;98.16;19.05;0.93;19.631201;Private;Healthcare;Not reported by company;Business to Business;;mHEALTHCoach offers an evidence base care coordination technology platform that automates patient follow up and safety monitoring tasks. Through the integration of Web-based tools, the mobile Internet, rich media, and powerful database technology, mHealthCoach is dedicated to improving efficiency, productivity and possibilities for the healthcare community, in order to bring about greater overall patient care. mHealthCoach offers solutions for patients, providers, pharmacies, medical practices, facilities and communities, and pharmaceutical companies.;;;;;;;
microbilt-corporation;MicroBilt Corporation;http://www.microbilt.com/;1978;Kennesaw;GA;us;30144;201-500;350.5;49.8;428;14368.26;35.77;4.34;33.570698;Private;Business & Legal Services;Not provided by company;Business to Business;;MicroBilt Corporation is a source and provider of decision critical information that responsibly assists businesses in reducing risk and managing their business. MicroBilt provides online access to consumer and commercial credit bureau data with automated decisioning and collection services. With its PRBC Consumer Report with the FICO Expansion Score, MicroBilt is a leading provider of alternative credit data to businesses that want to offer credit and other financial services to the approximately 110 million underserved and underbanked consumers in the United States.;;;;;;;
microsoft-windows-azure-marketplace;Microsoft Windows Azure Marketplace;http://datamarket.azure.com;2010;Redmond;WA;us;;10,001+;22500.5;4166.5;22446;272448.72;12.55;0.62;12.137963;Public;Data/Technology;Not reported by company;Business to Business, Business to Consumer;;The Windows Azure Marketplace is an online market for buying and selling finished Software as a Service (SaaS) applications and premium datasets. The Windows Azure Marketplace helps connect companies seeking innovative cloud-based solutions with partners who have developed solutions that are ready to use.;The Windows Azure Marketplace is an online market for buying and selling finished Software as a Service applications and premium datasets.;NA;;;[];;10:45.3
mint;Mint;https://www.mint.com;2006;Mountain View;CA;us;94043;5,001-10,000;7500.5;833.2;7405;116083.11;16.49;2.09;15.676314;Public;Finance & Investment;Not reported by company;Business to Consumer;;Mint's mission is to help people understand and do more with their money. Mint automatically pulls all your financial information into one place. It does all the work of organizing and categorizing your spending for you.;Mint automatically pulls all your financial information into one place. It does all the work of organizing and categorizing your spending for you.;NA;;;[];;11:59.7
moodys;Moody's;https://www.moodys.com;1909;New York;NY;us;10007;1,001-5,000;3000.5;666.5;2588;51292.19;16.49;2.09;19.819237;Public;Finance & Investment;Not reported by company;Business to Business;;Moody's provides credit ratings, research, tools and analysis that contribute to transparent and integrated financial markets. Moody's Corporation is the parent company of Moody's Investors Service, which provides credit ratings and research covering debt instruments and securities, and Moody's Analytics, which offers software, advisory services and research for credit and economic analysis and financial risk management.;Moody's Investors Service is a leading provider of credit ratings, research, and risk analysis.;101+;Demographics & Social, Economics;;[];The Corporation, which reported revenue of $2.7 billion in 2012, employs approximately 6,800 people worldwide and maintains a presence in 28 countries.;13:29.4
morgan-stanley;Morgan Stanley;http://www.morganstanley.com;1935;New York;NY;us;10036;10,001+;22500.5;4166.5;19705;278265.58;16.49;2.09;14.121572;Public;Finance & Investment;Not reported by company;Business to Business, Business to Consumer;;Morgan Stanley is a global financial services company that provides products and services to corporations, governments, financial institutions and individuals. The company is a financial holding company that operates in three segments: Institutional Securities, Global Wealth Management Group and Asset Management. Morgan Stanley provides financial advisory and capital-raising services to a group of corporate and other institutional clients worldwide.;Morgan Stanley is a global financial services company that provides products and services to corporations, governments, financial institutions and individuals.;NA;Finance;;[];;15:38.2
morningstar-inc;Morningstar, Inc.;http://www.morningstar.com;1984;Chicago;IL;us;60602;1,001-5,000;3000.5;666.5;3559;64936.87;16.49;2.09;18.24582;Public;Finance & Investment;Not reported by company;Business to Business, Business to Consumer;;Morningstar provides independent investment research to investors worldwide. It offers Internet, software, and print-based products for individuals, financial advisors, and institutions. It also supplies asset-management services to advisors, institutions, and retirement-plan participants.;;;;;;;
mozio;Mozio;http://www.mozio.com/;2011;;CA;us;;11-50;30.5;6.5;34;672.46;19.05;0.93;19.778119;Private;Transportation;Not reported by company;Business to Business;;Mozio is an airport ground transportation search and booking engine and API. We partner with all the local shared-ride shuttles, airporters, taxis, limos and transit to help travelers go that final miles. Our API supports many top travel brands and allows them to upsell local ground transportation.;Mozio is an airport ground transportation search and booking engine and API.;101+;Transportation;;[];;03:32.9
muckrockcom;MuckRock.com;https://www.muckrock.com;2010;Boston;MA;us;0;01-10;5.5;1.5;4;136.32;35.77;4.34;34.080954;Private;Business & Legal Services;Not reported by company;Business to Consumer;;MuckRock makes it easier to file Freedom of Information Act requests so that its clients  can focus on analyzing and reporting on the issues. MuckRock is an open government tool powered by state and federal Freedom of Information laws and you: Requests are based on your questions, concerns and passions, and you are free to embed, share and write about any of the verified government documents hosted here.;MuckRock makes it easier to file Freedom of Information Act requests so that its clients  can focus on analyzing and reporting on the issues.;NA;Legal;;[];;21:41.7
munetrix;Munetrix;www.munetrix.com;2010;Auburn Hills;MI;us;48326;01-10;5.5;1.5;3;106.33;35.77;4.34;35.442454;Partnership;Governance;Database licensing, Software licensing;Business to Consumer;;Munetrix is a web-based information source designed to give easy-to-understand access to financial information for municipal governments. The tool allows for building long-term financial forecasts and trend analysis including fiscal indicator scores, best-practice benchmarking and peer group comparisons.;Munetrix is a web-based information source designed to give easy-to-understand access financial information for municipal governments and school districts in a publicly accessible website.;01-10;;;[];;51:44.3
municode;Municode;http://www.municode.com;1951;Tallahassee;FL;us;32310;51-200;125.5;24.8;164;5734.98;35.77;4.34;34.96936;Private;Business & Legal Services;Not reported by company;Business to Business;;The planning and zoning communities don't take a cookie-cutter approach to their products, and neither does Municode. Whether you're looking to publish a traditional zoning or land development code, a form-based code, or even a SmartCode, Municode can deliver in both online and print media. Municode is a codifier, providing a wealth of legal, editorial, and publishing services for public and private sector customers.;Municode is a codifier, providing a wealth of legal, editorial, and publishing services for public and private sector customers.;NA;Legal;;[];;34:52.5
national-van-lines;National Van Lines;http://www.nationalvanlines.com;1901;Broadview;IL;us;60155;51-200;125.5;24.8;165;3197.67;19.05;0.93;19.379808;Private;Transportation;Not reported by company;Business to Business, Business to Consumer, Business to Government;;National Van Lines is a family-owned national moving company that provides ovide full-service moving, packing, and storage services for all our residential or commercial clients.;National Van Lines provides moving services for households, corporate relocation, government and the military.;NA;Geospatial/Mapping;;[];;13:38.2
nationwide-mutual-insurance-company;Nationwide Mutual Insurance Company;http://www.nationwide.com;1926;;OH;us;;10,001+;22500.5;4166.5;20525;356034.57;16.49;2.09;17.346386;Private;Insurance;Not reported by company;Business to Business, Business to Consumer;;Nationwide provides a full range of personalized insurance and financial services, including auto insurance, motorcycle, boat, homeowners, life insurance, farm, commercial insurance, administrative services, annuities, mortgages, mutual funds, pensions, long-term savings plans and health and productivity services.;Nationwide provides a full range of personalized insurance and financial services.;01-10;;;[];;50:23.0
nautilytics;Nautilytics;http://www.nautilytics.com;2013;Boston;MA;us;2111;01-10;5.5;1.5;7;87.65;12.55;0.62;12.521383;Partnership;Data/Technology;Not reported by company;Business to Business, Business to Consumer;;Nautilytics develops software that enables businesses to understand and make informed decisions from complex and dynamic data. We assembled a team of economists, human-computer interaction specialists, software developers, and designers to create our advanced analytics and data visualization software.;Nautilytics develops software that enables businesses to understand and make informed decisions from complex and dynamic data.;NA;Agriculture & Food;;[];;13:55.5
navico;Navico;www.navico.com;2005;Nashua;NH;us;3063;1,001-5,000;3000.5;666.5;2255;43841.67;24.86;4.42;19.441981;Private;Geospatial/Mapping;Sale of hydrographic cartography;;;Navico's vision is to lead marine electronics with outstanding solutions for performance, safety and enjoyment on the water, through a compelling 'house of brands' approach.;Navico is the world’s largest marine electronics company, and is the parent company to leading marine electronics brands: Lowrance, Simrad and B&G.;11-50;;;[];;35:25.5
nera-economic-consulting;NERA Economic Consulting;http://www.nera.com/;1961;;NY;us;;501-1,000;750.5;83.2;727;15864.9;24.86;4.42;21.822425;Public;Research & Consulting;Not reported by company;Business to Business;;NERA Economic Consulting is a global firm dedicated to applying economic, finance, and quantitative principles to complex business and legal challenges. For over half a century, NERA's economists create strategies, studies, reports, expert testimony, and policy recommendations for government authorities and leading law firms and corporations. ;NERA Economic Consulting is a global firm dedicated to applying economic, finance, and quantitative principles to complex business and legal challenges.;NA;;;[];;36:13.0
nerdwallet;NerdWallet;http://www.nerdwallet.com;2009;San Francisco;CA;us;94107;11-50;30.5;6.5;48;751.95;16.49;2.09;15.665717;Private;Finance & Investment;Lead generation to other businesses;Business to Consumer;;At NerdWallet, we are nerds who create great tools, crunch numbers and give you all the results - unfiltered and unbiased - no matter the money question -- banking, insurance, health care, investments, education, housing, travel, shopping. We offer data-driven tools and impartial information to help make solid decisions about money.;;;;;;;
new-media-parents;New Media Parents;http://mommaps.com/;2009;San Francisco;CA;us;94105;01-10;5.5;1.5;5;92.51;24.86;4.42;18.502615;Private;Geospatial/Mapping;Advertising, User fees for web or mobile access;Business to Consumer;;Mom Maps helps you find family fun places, and kid friendly locations on the go. Mom Maps allows you to search our extensive list of kids' parks, kids' playgrounds, kids' restaurants, kids' museums and kids' indoor play areas, by category or zip code. In addition to a comprehensive kids' play guide, you'll find contact information, reviews by parents, for parents and directions. Over 32,000 locations are supported.;;;;;;;
next-step-living;Next Step Living;http://www.nextstepliving.com;2008;Boston;MA;us;2210;501-1,000;750.5;83.2;927;15732.05;15.55;0.55;16.97093;Private;Energy;Not reported by company;;;Next Step Living's mission is to make it easy, affordable and rewarding for homeowners to implement energy-saving solutions. A one-stop resource for informed advice, expert workmanship and guidance about available incentives and rebates, Next Step Living partners with more than 400 municipalities, civic organizations and leading corporations to deliver energy-efficient and environmentally friendly solutions. Those solutions include: home energy evaluations, weatherization work (air sealing and insulation), roofing and windows, heating and cooling (ductless mini splits, HVAC systems), and solar panel installation.;Next Step Living helps make homes more energy-efficient to lower utility bills, increase comfort, and shrink their carbon footprint.;NA;Energy;;[];;40:18.2
nextbus;NextBus;http://www.nextbus.com;1997;Emeryville;CA;us;94608;11-50;30.5;6.5;30;600.24;19.05;0.93;20.008107;Public;Transportation;Not reported by company;Business to Consumer, Business to Government;;NextBus is a Software-as-a-Service (SaaS) solution that improves transit passengers’ lives and makes their travel experience better with accurate, real-time arrival information about buses, subways and trains. NextBus also offers travelers a host of other options including a GPS-enabled mobile website for smartphones that instantly recognizes the nearest stops in proximity order and provides real-time arrival information with multiple language capability (English, Spanish and French), and an easy-to-use website compatible with the American Disabilities Act (ADA) guidelines. The company also provides a robust set of real-time management and dispatch tools that enable transit operators to effectively manage their systems, and is a real-time transit technology leader, providing the industry's most accurate algorithm for predicting arrival times.;NextBus is dedicated to providing cost effective, high quality, reliable, real-time transportation information to the passengers and managers of public transit.;NA;Geospatial/Mapping, Transportation;;[];;52:43.3
ngap-incorporated;nGAP Incorporated;ngap.com;2008;Bonsall;CA;us;92003;11-50;30.5;6.5;23;968.09;35.77;4.34;42.090869;Private;Governance;Subscriptions, User fees for web or mobile access;Business to Business, Business to Government;;nGAP develops and markets acquisition solutions for government and other large organizations. Their experience with government contracting requirements provides the insight needed to create the financial and operational control large organizations expect. Their solutions conform to the strict regulations that their customers are required to follow. In addition, they incorporate forms libraries so that their solutions produce outputs in formats that each agency requires and can use within their own legacy systems.;;;;;;;
nielsen;Nielsen;http://www.nielsen.com/us/en.html;1964;;NY;us;;10,001+;22500.5;4166.5;25815;579477.9;24.86;4.42;22.447333;Public;Research & Consulting;Not reported by company;Business to Business, Business to Consumer;;Nielsen Holdings is a global information and measurement company with positions in marketing and consumer information, television and other media measurement, online intelligence and mobile measurement.;Nielsen Holdings is a global information and measurement company with positions in marketing and consumer information, television and other media measurement.;NA;;;[];;47:44.6
noesis;Noesis;https://www.noesisenergy.com/site/;1986;Austin;TX;us;78759;11-50;30.5;6.5;31;500.58;15.55;0.55;16.147613;Private;Energy;Not reported by company;Business to Business;;Noesis Energy is an intelligent energy management platform for commercial and industrial energy professionals. Bridging the gap between people, processes and technology, our analytics tools, energy market data, educational resources and community of experts empower users – from in-house energy managers to third-party consultants – to make more informed, actionable energy management decisions.;Noesis is a web-based platform for energy efficiency projects, used by commercial and industrial energy professionals to unlock billions in energy savings.;NA;;;[];Noesis Energy is backed by Austin Ventures and Black Coral Capital, with offices in Austin, Texas and Cambridge, Ontario, Canada.;53:56.4
nonprofitmetrics;NonprofitMetrics;https://www.nonprofitmetrics.com;2013;Washington;DC;us;20005;01-10;5.5;1.5;4;51.57;12.55;0.62;12.893537;Private;Data/Technology;Database licensing, Subscriptions;Business to Business;;NonprofitMetrics is an analytics website that provides business intelligence on the nonprofit sector. Our customers are financial services, accounting, and IT firms that sell to nonprofit organizations, including associations and foundations. We help our customers identify specific types of nonprofits, find relationships to these nonprofits, and stay up-to-date on market trends. To achieve this, we collect, digitize, and analyze dozens of data sources to collect massive amounts of data on nonprofits, which we then package into an easy-to-use website with powerful tools make this information meaningful and actionable.;;;;;;;
north-american-van-lines;North American Van Lines;http://northamericanvanlines.com;1933;Fort Wayne;IN;us;46801;501-1,000;750.5;83.2;785;15541.29;19.05;0.93;19.797817;Private;Transportation;Not reported by company;Business to Consumer;;North American Van lines provides relocation solutions. It offers moving services, which include local residential or corporate, long-distance or interstate, and international moves;;;;;;;
noveda-technologies;Noveda Technologies;www.noveda.com;2007;;NJ;us;;51-200;125.5;24.8;141;1724.25;12.55;0.62;12.228701;Private;Data/Technology;;Business to Business, Business to Consumer, Business to Government;;Noveda Technologies is an provider of real-time, web-based energy and water monitoring. The company’s hardware, software and consulting services help reduce energy and water usage, optimize performance of renewable energy systems, and increase green footprint for customers across commercial/retail, industrial, government, education, and utility sectors. Noveda also offers complementary energy and water education and training programs and has a global presence, with offices in the US, UK, India and Israel.;Noveda Technologies is an provider of real-time, web-based energy and water monitoring.;NA;Energy;;[];;14:40.1
nucivic;NuCivic;http://www.nucivic.com;2011;New York;NY;us;10013;11-50;30.5;6.5;28;926.76;35.77;4.34;33.098402;Private;Governance;Software licensing;Business to Government, nonprofit;;"<p>NuCivic builds, delivers, and supports an eponymous suite of ""Open SaaS"" civic software solutions for governments and non-profit organizations worldwide. Our mission is to improve the efficacy of civic organizations and governments, by making innovative knowledge management solutions accessible at an affordable cost.</p>";;;;;;;
numedii;Numedii;http://numedii.com;2008;Palo Alto;CA;us;94301;01-10;5.5;1.5;5;137.26;24.86;4.42;27.451232;Private;Scientific Research;Not reported by company;Business to Business, Business to Government;;NuMedii discovers and de-risks effective new drugs for specific patient subgroups by translating life sciences Big Data into therapies with a higher probability of therapeutic success.;NuMedii creates new drugs for specific patient subgroups by translating life sciences Big Data into therapies with a higher probability of therapeutic success.;01-10;;;[];;20:33.0
oliver-wyman;Oliver Wyman;http://www.oliverwyman.com/index.html;1984;New York;NY;us;10036;1,001-5,000;3000.5;666.5;2552;61863.64;24.86;4.42;24.241239;Public;Research & Consulting;Not reported by company;Business to Business;;Oliver Wyman is a leading global management consulting firm. We combine deep industry knowledge with specialized expertise in strategy, operations, risk management, and organization transformation.;Oliver Wyman is a global management consulting firm. We combine industry knowledge with expertise in strategy, operations, risk management, and organization transformation.;NA;Transportation;;[];;29:33.1
ondeck;OnDeck;www.ondeck.com;2007;New York;NY;us;10018;201-500;350.5;49.8;396;6148.53;16.49;2.09;15.526586;Private;Finance & Investment;Growing number of small businesses we are able to serve;Business to Consumer;;<p>Launched in 2007, OnDeck uses data aggregation and electronic payment technology to evaluate the financial health of small and medium sized businesses and efficiently deliver capital to a market under-served by banks. Through the OnDeck platform, millions of small businesses can obtain affordable loans with a fraction of the time and effort that it takes through traditional channels. The company's proprietary credit models look deeper into the health of businesses, focusing on overall business performance, rather than the owner's personal credit history. The OnDeck system also provides a critically needed mechanism for financial institutions and other business service providers to efficiently reach the Main Street small business market. </p>;;;;;;;
onstar;OnStar;https://www.onstar.com/web/portal/home?g=1;1995;Warren;MI;us;48090;10,001+;22500.5;4166.5;15570;404481.73;24.86;4.42;25.978274;Public;Geospatial/Mapping;Not reported by company;Business to Consumer;;OnStar is a subsidiary of General Motors. It provides an in-vehicle security, communications, and diagnostics system — available on more than 50 GM models.;;;;;;;
ontodia-inc;Ontodia, Inc;ontodia.com;2011;New York;NY;us;10013;01-10;5.5;1.5;4;47.09;12.55;0.62;11.773463;Private;Data/Technology;Software licensing, Subscriptions;Business to Business, Business to Consumer, Business to Government;;"Ontodia is an urban informatics start-up focused on enabling actionable, hyperlocalized decisions. It does this by converting raw data - taken from disparate sources - both public and private, extracting knowledge and insight.  From big data to small, actionable knowledge. It does this by using its ""crowdknowing"" technique to create Collective Knowledge Systems that leverage ""semantics, statistics, algorithm and the crowd"" to develop self-reinforcing Linked Data Networks that leverage the best of Humans and Machines to create a federated, curated Knowledge Commons, one open data city at a time.";Ontodia converts raw data to actionable, hyperlocalized knowledge, enabling data-driven decisions and conversations. From big data to small, actionable knowledge.;NA;;;[];;25:09.8
onvia;Onvia;http://www.onvia.com;2000;Seattle;WA;us;98101;51-200;125.5;24.8;117;3835.18;35.77;4.34;32.779307;Public;Governance;Subscriptions;Business to Business;;Onvia helps businesses achieve a competitive advantage by delivering timely and actionable sales opportunities and information. Onvia offers extensive coverage of government purchasing activity in addition to commercial and residential projects in development for markets such as architecture and engineering, construction, IT/telecom, business consulting services, operations and maintenance, and transportation.;;;;;;;
open-data-nation;Open Data Nation;www.opendatanation.com;2015;Washington;DC;us;20011;01-10;5.5;1.5;3;76.33;24.86;4.42;25.444665;Private;Research & Consulting;Consulting, Data analysis for clients, Government contract, Lead generation to other businesses, Philanthropic grants, Software licensing, Subscriptions, User fees for web or mobile access;Business to Business;Citizen engagement and participation, Good governance, Public safety, Public health, accessibility, and traffic safety;Open Data Nation (opendatanation.com) creates plug-and-play, productivity-based solutions that combine open, public data with data science techniques to increase transparency and productivity of public agencies. Open Data Nation does more than map and dashboard open data. We use open data to predict outcomes, prioritize resources, and establish data-driven performance metrics.;;;;;;;
opengov;OpenGov;http://opengov.com;2012;Mountain View;CA;us;94043;11-50;30.5;6.5;27;825.82;35.77;4.34;30.585991;Private;Governance;Subscriptions;Business to Business, Business to Consumer, Business to Government;;OpenGov.com builds a web-based platform for state and local government financial data. Legacy accounting systems run on computer code written thirty years ago. These enterprise tools inhibit city administrators, department heads, elected officials, and citizens from directly accessing important budget and financial data. OpenGov.com solves this pain point by offering governments a flexible, powerful software-as-a-service platform.;;;;;;;
openplans;OpenPlans;http://openplans.org;1999;New York;NY;us;10013;11-50;30.5;6.5;44;1450.98;35.77;4.34;32.97693;;Governance;Not reported by company;Business to Consumer;;OpenPlans builds tools to get cities on the path to better technology, help citizens get the responsive government they should expect, and scale up small discussions to city-wide change. We are a guide to civic technology, incorporating technology, transportation and city planning, an open-source approach, and the standards knowledge necessary to deliver valuable tools to our clients.;OpenPlans builds open source civic infrastructure, collaborating with the public sector to create technology for more efficient, responsive, and inclusive government.;NA;;;[];;37:13.7
opportunityspace-inc;OpportunitySpace, Inc.;opportunityspace.org;2013;Boston;MA;us;2163;01-10;5.5;1.5;4;72.66;19.05;0.93;18.164312;Private;Housing/Real Estate;Data analysis for clients, Database licensing, Subscriptions;Business to Consumer;;OpportunitySpace collects and analyzes data about public real property - land and buildings owned by governments. We enable administrators to understand their real estate portfolios from an enterprise view. We also help the private sector and community see what real estate the government controls and why. We believe that better access to this information will accelerate the pace of redevelopment and better uses of these assets. The goal is to create higher levels of transparency, engagement and collaboration around the utilization of public real estate and to drive smarter solutions that will result in vibrant, livable communities.;OpportunitySpace engages communities with open data to drive smart uses for public land.;NA;;;[];;21:23.5
optensity;Optensity;http://www.optensity.com;2010;McLean;VA;us;22101;01-10;5.5;1.5;1;13.84;12.55;0.62;13.839908;Private;Data/Technology;Not reported by company;Business to Business, Business to Consumer;;Optensity, Inc. was founded to put the power of global scale big data, structured, unstructured and multimedia, directly into the hands of the analysts that must extract actionable information from the raw data. Optensity’s AppSymphony platform rapidly builds big data applications in the cloud, developed as a commercial product to transition our wealth of big data knowledge and experience out of the Intelligence Community and into the big data challenges of the public and private sector.;;;;;;;
optigov;optiGov;optigov.com;2013;;NJ;us;7030;01-10;5.5;1.5;7;277.49;35.77;4.34;39.641893;;Governance;Philanthropic grants, Not provided by company;Business to Consumer, Business to Government;;Optigov is a web-based platform which allows constituencies to monitor local government spending and find governments to access the best vendors and consultants at the most reasonable cost. The express purpose of the website is to provide a market-based model to increase transparency and accountability in government contracting, limit influence of political donors and vendors on government officials, and create efficiencies in government processes, thereby creating cost savings.;OptiGov allows citizens to monitor local government spending and helps governments find the best vendors at the most reasonable cost.;101+;;;[];;53:51.9
optuminsight;OptumInsight;http://www.optuminsight.com;1993;Eden Prairie;MN;us;55344;10,001+;22500.5;4166.5;35451;677565.78;19.05;0.93;19.112741;Public;Healthcare;Not reported by company;Business to Business, Business to Consumer;;OptumInsight (formerly Ingenix) provides analytics, technology, and consulting services to improve the performance of health systems. This UnitedHealth Group subsidiary is one of the largest US health care data companies and helps clients make accurate and cost-effective decisions about medical treatments and insurance coding, as well as where to focus their marketing strategies and research efforts to meet market needs. Its information services include database management (including electronic health records), analytics, and a variety of consulting services to health care providers, insurance firms, government agencies, and life science researchers.;OptumInsight specializes in improving the performance of the health system by providing analytics, technology and consulting services that enable better decisions and results.;NA;;;[];;42:29.5
orlin-research;Orlin Research;http://www.orlinresearch.com;2005;Los Angeles;CA;us;90069;01-10;5.5;1.5;7;87.86;12.55;0.62;12.551467;Private;Data/Technology;Not reported by company;Business to Business, academia;;The mission of Orlin Research, Inc., is to produce software products that multiply the power and efficiency of empirical research in the social sciences. Our goals are to expand access to complex data sources and to advance the methods of scientific investigation used to analyze them.;The Orlin Data System reduces the costs of research by allowing analysts to manipulate data without the assistance of professional programming staff.;NA;Health/Healthcare;;[];The company was established in January 2005 by siblings Steve Ruggles and Catherine Ruggles.;54:01.4
osisoft;OSIsoft;http://www.osisoft.com;1980;San Leandro;CA;us;94577;501-1,000;750.5;83.2;638;7757.2;12.55;0.62;12.158624;Private;Data/Technology;Not reported by company;Business to Business;;OSIsoft delivers the PI System, the industry standard in enterprise infrastructure, for management of real-time data and events. With installations in 107 countries spanning the globe, the OSIsoft PI System is used in manufacturing, energy, utilities, life sciences, data centers, facilities, and the process industries. This global installed base relies upon the OSIsoft PI System to safeguard data and deliver enterprise-wide visibility into operational, manufacturing and business data. The PI System enables users to manage assets, mitigate risks, comply with regulations, improve processes, drive innovation, make business decisions in real-time, and to identify competitive business and market opportunities.;OSIsoft delivers the PI System, for management of real-time data and events in manufacturing, energy, utilities, life sciences, data centers, facilities, and the process industries.;NA;;;[];;55:06.1
otc-markets;OTC Markets;http://www.otcmarkets.com/home;1997;New York;NY;us;10013;51-200;125.5;24.8;162;2490.87;16.49;2.09;15.37577;Public;Finance & Investment;Advertising, Subscriptions, User fees for web or mobile access;Business to Business;;OTC Markets Group Inc. operates Open, Transparent and Connected financial marketplaces for 10,000 U.S. and global securities. These securities are organized into three, tiered marketplaces (OTCQX® - The Best Marketplace with Qualified Companies;;;;;;;
outline;Outline;http://outline.com;2012;Somerset;NJ;us;8873;201-500;350.5;49.8;250;10356.79;35.77;4.34;41.427167;Private;Governance;Not reported by company;Business to Business, Business to Consumer;;Outline Systems is an Insurance Technology firm that helps Insurers grow by improving the efficiency and effectiveness of their distribution channels. Our products are developed by Insurers for Insurers. Our suite of products addresses all aspects of managing an Insurer’s Distribution workforce from getting Producers and Agency personnel onboard, cultivating relationships with your workforce that leads to deeper engagement and lastly, optimizing your compensation dollars to drive targeted payouts -- incentivizing behaviors that deliver your business objectives in a cost-effective manner.;Outline Systems is an Insurance Technology firm that helps Insurers grow by improving the efficiency and effectiveness of their distribution channels.;101+;Demographics & Social;;[];;54:35.0
oversight-systems;Oversight Systems;http://www.oversightsystems.com;2003;Atlanta;GA;us;30067;51-200;125.5;24.8;118;3871.79;35.77;4.34;32.811797;Private;Business & Legal Services;Not reported by company;Business to Business;;Oversight Systems, Inc. is a privately-held, Atlanta-based software company whose continuous transaction monitoring solutions help Fortune 500 companies in a variety of industries solve problems related to governance, risk and compliance. Oversight’s mission is to transform operational analysis. ;;;;;;;
overture-technologies;Overture Technologies;http://www.overturecorp.com/;2000;Bethesda;MD;us;20815;01-10;5.5;1.5;3;35.99;12.55;0.62;11.995827;Private;Data/Technology;Not reported by company;Business to Consumer;;The Student Loan Marketplace helps students find and compare private student loans from multiple lenders quickly and easily. As unique visitors to OvertureMarketplace, students complete Net Price Calculator estimates and receive personalized Shopping Sheets through our Conductor application.;Overture's technology powers business rules and automated underwriting applications for higher education, mortgage and small business finance industries.;NA;;;[];;17:26.2
